clade_name	SRS013942	SRS014468	SRS014692	SRS015055	SRS019120	SRR5892208	SRR5892209	SRR5892210	SRR5892211	SRR5892212	SRR5892213	SRR5892214	SRR5892215	SRR5892216	SRR5892217	DRR214959	DRR214960	DRR214961	DRR214962	DRR241310
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales|f__Kosmotogaceae|g__Kosmotoga	7	0	15	8	17	1	8	17	14	1	21	22	53	37	9	283	205	299	148	18
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales|f__Kosmotogaceae|g__Kosmotoga|s__Kosmotoga_pacifica	6	0	10	2	12	0	7	7	8	0	14	20	27	11	5	240	147	220	13	13
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Kosmotogales|f__Kosmotogaceae|g__Kosmotoga|s__Kosmotoga_olearia	1	0	4	6	5	1	1	9	6	1	7	2	26	26	4	42	57	79	135	5
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales	26	10	72	46	20	42	147	187	113	6	83	118	125	138	33	922	466	2688	666	97
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae	26	10	72	46	20	42	147	187	113	6	83	118	125	138	33	922	466	2688	666	97
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Petrotoga	4	4	25	19	7	16	53	47	37	2	32	20	35	31	13	175	99	923	227	48
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Petrotoga|s__Petrotoga_mobilis	4	4	25	19	7	16	53	47	37	2	32	20	35	31	13	175	99	923	227	48
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Defluviitoga	8	2	20	9	2	11	43	86	41	4	31	25	33	50	13	101	43	1497	301	11
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Defluviitoga|s__Defluviitoga_tunisiensis	8	2	20	9	2	11	43	86	41	4	31	25	33	50	13	101	43	1497	301	11
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Marinitoga	14	4	27	18	11	14	51	53	34	0	20	72	56	57	7	645	323	267	137	37
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Marinitoga|s__Marinitoga_piezophila	7	0	9	14	6	2	0	0	6	0	12	43	48	16	2	71	184	65	0	3
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Petrotogales|f__Petrotogaceae|g__Marinitoga|s__Marinitoga_sp._1137	6	4	17	3	4	11	51	53	27	0	7	28	7	40	4	573	139	201	137	33
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales	37	21	122	73	43	61	95	292	109	10	115	196	311	381	101	3807	1910	3036	1338	132
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae	15	7	43	31	18	21	44	133	36	4	49	83	163	150	17	1351	643	977	422	60
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Pseudothermotoga	7	3	17	17	9	8	19	62	27	3	26	59	123	84	17	654	419	275	107	35
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Pseudothermotoga|s__Pseudothermotoga_lettingae	0	0	9	0	0	0	6	7	0	0	5	22	0	17	0	0	0	0	0	11
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Pseudothermotoga|s__Pseudothermotoga_elfii	1	0	0	0	0	0	0	15	0	0	8	0	9	3	10	0	0	0	0	0
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Pseudothermotoga|s__Pseudothermotoga_thermarum	4	3	7	5	5	6	8	35	11	3	9	18	111	48	7	329	153	116	84	11
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Pseudothermotoga|s__Pseudothermotoga_hypogea	2	0	1	11	3	1	4	4	15	0	4	19	3	16	0	324	265	159	22	12
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga	7	4	25	13	9	13	25	70	9	1	23	23	40	66	0	696	224	701	315	25
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_sp._RQ2	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_maritima	0	0	0	0	0	0	10	20	0	0	0	0	0	0	0	137	59	112	87	0
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_naphthophila	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_neapolitana	0	0	0	7	5	0	0	5	0	0	0	0	0	0	0	37	0	113	0	0
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_petrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	13	8	0
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_caldifontis	1	0	2	2	1	6	0	11	1	0	8	0	7	7	0	61	23	51	63	14
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_profunda	1	4	2	4	2	6	14	16	7	0	14	9	32	12	0	247	61	257	75	11
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_sp._RQ7	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	160	0	128	0	0
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_sp._Cell2	0	0	0	0	0	0	0	16	0	1	0	3	0	0	0	52	0	0	80	0
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_sp._2812B	0	0	6	0	0	0	0	0	0	0	0	0	0	46	0	0	21	3	0	0
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae	22	14	79	42	25	40	51	159	73	6	66	113	147	231	83	2456	1266	2059	916	72
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Thermosipho	15	11	51	22	15	25	28	91	24	4	37	61	84	140	29	795	385	1082	392	25
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Thermosipho|s__Thermosipho_sp._1070	0	0	0	0	0	0	16	21	14	0	0	0	41	47	0	236	72	0	0	0
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Thermosipho|s__Thermosipho_sp._1063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Thermosipho|s__Thermosipho_africanus	9	10	22	17	11	17	6	39	3	0	18	33	27	42	15	288	173	841	309	10
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Thermosipho|s__Thermosipho_melanesiensis	5	1	29	4	3	7	5	30	6	4	19	28	15	50	13	263	139	241	83	14
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Fervidobacterium	7	2	27	20	10	15	23	68	49	2	29	51	62	90	54	1660	880	976	523	46
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Fervidobacterium|s__Fervidobacterium_islandicum	0	0	3	0	0	0	0	12	4	0	7	7	0	7	0	63	71	113	85	7
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Fervidobacterium|s__Fervidobacterium_changbaicum	0	0	3	0	0	0	0	0	0	0	0	0	0	6	39	46	0	20	41	5
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Fervidobacterium|s__Fervidobacterium_nodosum	1	2	4	10	1	3	11	31	8	0	12	21	16	21	4	443	198	328	82	1
d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Fervidobacterium|s__Fervidobacterium_pennivorans	5	0	16	9	9	11	12	24	35	2	9	23	46	54	11	1106	611	514	313	32
d__Bacteria|p__Acidobacteria	81	3	52	91	76	45	84	226	109	16	128	183	293	226	56	3748	1364	4527	2240	1016
d__Bacteria|p__Acidobacteria|c__Blastocatellia	2	0	6	11	2	5	10	15	4	0	10	12	10	25	8	54	30	134	99	19
d__Bacteria|p__Acidobacteria|c__Blastocatellia|g__Chloracidobacterium	2	0	6	11	2	5	10	15	4	0	10	12	10	25	8	54	30	134	99	19
d__Bacteria|p__Acidobacteria|c__Blastocatellia|g__Chloracidobacterium|s__Chloracidobacterium_thermophilum	2	0	6	11	2	5	10	15	4	0	10	12	10	25	8	54	30	134	99	19
d__Bacteria|p__Acidobacteria|c__Vicinamibacteria	8	0	8	8	7	4	7	64	30	5	23	22	43	54	6	211	167	869	146	354
d__Bacteria|p__Acidobacteria|c__Vicinamibacteria|f__Vicinamibacteraceae	8	0	8	8	7	4	7	64	30	5	23	22	43	54	6	211	167	869	146	354
d__Bacteria|p__Acidobacteria|c__Vicinamibacteria|f__Vicinamibacteraceae|g__Luteitalea	8	0	8	8	7	4	7	64	30	5	23	22	43	54	6	211	167	869	146	354
d__Bacteria|p__Acidobacteria|c__Vicinamibacteria|f__Vicinamibacteraceae|g__Luteitalea|s__Luteitalea_pratensis	8	0	8	8	7	4	7	64	30	5	23	22	43	54	6	211	167	869	146	354
d__Bacteria|p__Acidobacteria|c__Acidobacteriia	71	3	38	72	67	36	67	147	75	11	95	149	240	147	42	3483	1167	3524	1995	643
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Bryobacterales	3	0	7	10	6	5	4	12	10	0	2	6	11	17	2	115	26	272	108	27
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Bryobacterales|f__Solibacteraceae	3	0	7	10	6	5	4	12	10	0	2	6	11	17	2	115	26	272	108	27
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Bryobacterales|f__Solibacteraceae|g__Candidatus_Solibacter	3	0	7	10	6	5	4	12	10	0	2	6	11	17	2	115	26	272	108	27
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Bryobacterales|f__Solibacteraceae|g__Candidatus_Solibacter|s__Candidatus_Solibacter_usitatus	3	0	7	10	6	5	4	12	10	0	2	6	11	17	2	115	26	272	108	27
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales	68	3	31	62	61	31	63	135	65	11	93	143	229	130	40	3368	1141	3252	1887	616
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae	68	3	31	62	61	31	63	135	65	11	93	143	229	130	40	3368	1141	3252	1887	616
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Acidisarcina	1	0	3	2	4	6	1	18	4	0	14	21	22	11	4	60	44	131	37	15
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Acidisarcina|s__Acidisarcina_polymorpha	1	0	3	2	4	6	1	18	4	0	14	21	22	11	4	60	44	131	37	15
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Candidatus_Koribacter	21	0	3	8	10	1	9	2	18	2	19	10	24	16	7	237	126	324	201	14
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Candidatus_Koribacter|s__Candidatus_Koribacter_versatilis	21	0	3	8	10	1	9	2	18	2	19	10	24	16	7	237	126	324	201	14
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Granulicella	13	2	6	13	12	6	15	21	8	3	12	20	33	23	9	445	346	494	793	111
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Granulicella|s__Granulicella_tundricola	9	2	4	10	8	2	12	12	5	1	4	7	12	15	3	68	88	277	733	81
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Granulicella|s__Granulicella_mallensis	4	0	2	3	4	4	3	8	3	2	7	12	21	8	6	377	257	216	59	30
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Acidobacterium	0	0	5	11	3	2	21	24	12	2	16	18	7	27	6	586	183	611	100	104
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Acidobacterium|s__Acidobacterium_capsulatum	0	0	5	11	3	2	21	24	12	2	16	18	7	27	6	586	183	611	100	104
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Terriglobus	33	1	14	27	32	16	17	70	23	4	30	72	140	51	14	2038	441	1689	753	371
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Terriglobus|s__Terriglobus_albidus	5	1	3	6	5	1	12	25	3	1	2	22	23	10	5	643	93	80	122	28
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Terriglobus|s__Terriglobus_saanensis	1	0	2	10	5	5	1	3	4	1	1	2	6	4	0	224	61	347	26	22
d__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Terriglobus|s__Terriglobus_roseus	27	0	9	11	22	10	4	41	16	2	27	47	110	37	9	1170	285	1261	604	321
d__Bacteria|p__Synergistetes	26	16	68	62	125	21	57	117	55	5	64	69	113	106	42	1702	1039	2907	1349	212
d__Bacteria|p__Synergistetes|c__Synergistia	26	16	68	62	125	21	57	117	55	5	64	69	113	106	42	1702	1039	2907	1349	212
d__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales	26	16	68	62	125	21	57	117	55	5	64	69	113	106	42	1702	1039	2907	1349	212
d__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae	26	16	68	62	125	21	57	117	55	5	64	69	113	106	42	1702	1039	2907	1349	212
d__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Aminobacterium	3	3	12	13	15	1	13	10	5	3	8	13	30	13	10	73	18	291	91	6
d__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Aminobacterium|s__Aminobacterium_colombiense	3	3	12	13	15	1	13	10	5	3	8	13	30	13	10	73	18	291	91	6
d__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Thermovirga	1	0	20	9	13	2	11	13	14	0	8	19	12	17	1	379	405	602	245	27
d__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Thermovirga|s__Thermovirga_lienii	1	0	20	9	13	2	11	13	14	0	8	19	12	17	1	379	405	602	245	27
d__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Acetomicrobium	2	0	8	1	7	5	4	14	4	0	3	6	5	8	5	103	38	199	381	36
d__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Acetomicrobium|s__Acetomicrobium_mobile	2	0	8	1	7	5	4	14	4	0	3	6	5	8	5	103	38	199	381	36
d__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Thermanaerovibrio	8	5	4	9	26	4	2	16	7	0	8	3	14	18	5	133	62	363	123	37
d__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Thermanaerovibrio|s__Thermanaerovibrio_velox	0	2	2	6	2	0	2	8	1	0	3	2	1	4	0	15	8	137	77	4
d__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Thermanaerovibrio|s__Thermanaerovibrio_acidaminovorans	8	2	2	3	23	4	0	8	6	0	5	1	13	14	5	118	53	226	45	33
d__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Aminomonas	2	1	5	13	34	4	13	21	5	0	4	6	15	22	5	66	48	394	103	35
d__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Aminomonas|s__Aminomonas_paucivorans	2	1	5	13	34	4	13	21	5	0	4	6	15	22	5	66	48	394	103	35
d__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Cloacibacillus	2	3	6	10	13	5	3	25	8	1	8	12	19	13	4	585	344	366	189	39
d__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Cloacibacillus|s__Cloacibacillus_porcorum	2	3	6	10	13	5	3	25	8	1	8	12	19	13	4	585	344	366	189	39
d__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Jonquetella	7	4	11	5	16	0	10	15	11	1	24	9	18	13	12	360	122	690	214	30
d__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Jonquetella|s__Jonquetella_anthropi	7	4	11	5	16	0	10	15	11	1	24	9	18	13	12	360	122	690	214	30
d__Bacteria|p__Lentisphaerae	6	0	3	12	4	3	10	62	13	1	22	20	25	27	7	275	500	539	75	214
d__Bacteria|p__Lentisphaerae|c__Lentisphaeria	6	0	3	12	4	3	10	62	13	1	22	20	25	27	7	275	500	539	75	214
d__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales	6	0	3	12	4	3	10	62	13	1	22	20	25	27	7	275	500	539	75	214
d__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|s__Victivallales_bacterium_CCUG_44730	6	0	3	12	4	3	10	62	13	1	22	20	25	27	7	275	500	539	75	214
d__Bacteria|p__Kiritimatiellaeota	2	1	5	6	2	3	7	10	11	0	14	30	20	23	4	337	95	285	236	48
d__Bacteria|p__Kiritimatiellaeota|c__Kiritimatiellae	2	1	5	6	2	3	7	10	11	0	14	30	20	23	4	337	95	285	236	48
d__Bacteria|p__Kiritimatiellaeota|c__Kiritimatiellae|o__Kiritimatiellales	2	1	5	6	2	3	7	10	11	0	14	30	20	23	4	337	95	285	236	48
d__Bacteria|p__Kiritimatiellaeota|c__Kiritimatiellae|o__Kiritimatiellales|f__Kiritimatiellaceae	2	1	5	6	2	3	7	10	11	0	14	30	20	23	4	337	95	285	236	48
d__Bacteria|p__Kiritimatiellaeota|c__Kiritimatiellae|o__Kiritimatiellales|f__Kiritimatiellaceae|g__Kiritimatiella	2	1	5	6	2	3	7	10	11	0	14	30	20	23	4	337	95	285	236	48
d__Bacteria|p__Kiritimatiellaeota|c__Kiritimatiellae|o__Kiritimatiellales|f__Kiritimatiellaceae|g__Kiritimatiella|s__Kiritimatiella_glycovorans	2	1	5	6	2	3	7	10	11	0	14	30	20	23	4	337	95	285	236	48
d__Bacteria|p__Chlamydiae	50	9	147	66	47	39	113	151	109	11	89	137	176	198	77	2401	603	2480	16293	1165
d__Bacteria|p__Chlamydiae|c__Chlamydiia	50	9	147	66	47	39	113	151	109	11	89	137	176	198	77	2401	603	2480	16293	1165
d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales	17	5	34	22	21	23	60	88	54	5	48	68	70	125	41	1161	351	834	262	46
d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales|f__Simkaniaceae	1	0	5	6	4	1	6	10	8	0	7	11	10	24	10	252	77	118	25	10
d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales|f__Simkaniaceae|g__Simkania	1	0	5	6	4	1	6	10	8	0	7	11	10	24	10	252	77	118	25	10
d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales|f__Simkaniaceae|g__Simkania|s__Simkania_negevensis	1	0	5	6	4	1	6	10	8	0	7	11	10	24	10	252	77	118	25	10
d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales|f__Waddliaceae	5	0	3	9	2	3	1	8	2	0	0	14	10	14	1	575	97	39	66	18
d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales|f__Waddliaceae|g__Waddlia	5	0	3	9	2	3	1	8	2	0	0	14	10	14	1	575	97	39	66	18
d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales|f__Waddliaceae|g__Waddlia|s__Waddlia_chondrophila	5	0	3	9	2	3	1	8	2	0	0	14	10	14	1	575	97	39	66	18
d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales|f__Parachlamydiaceae	11	5	26	7	15	19	53	70	44	5	41	43	49	87	30	334	177	676	170	18
d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales|f__Parachlamydiaceae|g__Neochlamydia	8	3	1	1	7	1	8	19	6	0	10	16	22	29	9	134	20	113	43	2
d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales|f__Parachlamydiaceae|g__Neochlamydia|s__Neochlamydia_sp._S13	8	3	1	1	7	1	8	19	6	0	10	16	22	29	9	134	20	113	43	2
d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales|f__Parachlamydiaceae|g__Parachlamydia	3	1	16	2	3	9	31	37	25	4	20	18	16	36	18	111	116	232	106	10
d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales|f__Parachlamydiaceae|g__Parachlamydia|s__Parachlamydia_acanthamoebae	3	1	16	2	3	9	31	37	25	4	20	18	16	36	18	111	116	232	106	10
d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales|f__Parachlamydiaceae|g__Candidatus_Protochlamydia	0	1	9	4	5	9	14	14	13	1	11	9	11	22	3	89	41	330	21	6
d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales|f__Parachlamydiaceae|g__Candidatus_Protochlamydia|s__Candidatus_Protochlamydia_amoebophila	0	1	6	1	3	7	8	11	7	0	2	8	8	16	1	15	7	258	5	2
d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales|f__Parachlamydiaceae|g__Candidatus_Protochlamydia|s__Candidatus_Protochlamydia_naegleriophila	0	0	3	3	2	2	6	3	6	1	9	1	3	6	2	74	33	72	16	4
d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales	33	4	113	44	26	16	53	63	55	6	41	69	106	73	36	1240	251	1646	16031	1119
d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae	33	4	113	44	26	16	53	63	55	6	41	69	106	73	36	1240	251	1646	16031	1119
d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae|g__Chlamydia	33	4	113	44	26	16	53	63	55	6	41	69	106	73	36	1240	251	1646	16031	1119
d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae|g__Chlamydia|s__Chlamydia_caviae	2	0	4	1	0	1	1	1	4	0	3	0	0	3	1	5	2	25	16	4
d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae|g__Chlamydia|s__Chlamydia_abortus	8	0	64	1	1	0	1	3	1	0	0	4	0	2	1	127	48	26	21	4
d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae|g__Chlamydia|s__Chlamydia_suis	4	0	14	13	6	8	26	10	13	0	17	17	50	18	7	225	35	461	178	28
d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae|g__Chlamydia|s__Chlamydia_avium	0	1	8	3	0	0	1	6	1	0	4	6	8	5	0	26	4	207	35	2
d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae|g__Chlamydia|s__Chlamydia_pneumoniae	2	0	6	1	2	1	9	16	2	0	4	3	6	13	3	186	51	599	127	118
d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae|g__Chlamydia|s__Chlamydia_gallinacea	1	0	1	0	3	1	1	1	8	1	3	7	13	1	5	86	14	29	15377	930
d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae|g__Chlamydia|s__Chlamydia_psittaci	5	0	0	5	0	0	1	8	1	0	1	2	12	11	5	63	16	72	2	5
d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae|g__Chlamydia|s__Chlamydia_muridarum	1	1	4	4	2	1	1	0	6	0	3	1	0	4	0	169	8	11	63	8
d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae|g__Chlamydia|s__Chlamydia_felis	1	0	2	0	0	0	0	1	2	0	0	0	0	0	0	15	1	15	0	0
d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae|g__Chlamydia|s__Chlamydia_trachomatis	1	1	4	2	3	1	0	2	0	0	0	3	3	0	0	63	17	49	85	0
d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae|g__Chlamydia|s__Chlamydia_pecorum	4	0	1	7	3	2	7	6	5	3	4	11	4	8	5	148	43	59	50	10
d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae|g__Chlamydia|s__Chlamydia_sp._2742-308	0	0	2	0	1	0	0	2	0	0	0	3	0	4	0	63	3	22	2	6
d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae|g__Chlamydia|s__Chlamydia_sp._H15-1957-10C	0	0	0	1	0	0	2	0	2	0	0	5	5	0	0	33	3	60	64	0
d__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae|g__Chlamydia|s__Chlamydia_sp._S15-834C	2	1	2	5	3	0	1	5	8	2	2	6	4	3	6	23	3	5	8	3
d__Bacteria|p__Verrucomicrobia	106	24	150	168	132	60	169	395	162	8	207	228	580	336	85	5211	2208	10615	2739	1568
d__Bacteria|p__Verrucomicrobia|c__Spartobacteria	0	0	2	4	2	1	4	13	5	0	6	1	15	3	2	98	23	33	112	10
d__Bacteria|p__Verrucomicrobia|c__Spartobacteria|g__Candidatus_Xiphinematobacter	0	0	2	4	2	1	4	13	5	0	6	1	15	3	2	98	23	33	112	10
d__Bacteria|p__Verrucomicrobia|c__Spartobacteria|g__Candidatus_Xiphinematobacter|s__Candidatus_Xiphinematobacter_sp._Idaho_Grape	0	0	2	4	2	1	4	13	5	0	6	1	15	3	2	98	23	33	112	10
d__Bacteria|p__Verrucomicrobia|c__Methylacidiphilae	3	4	9	18	3	16	32	43	20	2	21	13	23	39	9	86	64	529	125	16
